年月,地區,信用卡產業別,教育程度類別,信用卡交易筆數,信用卡交易金額[新臺幣]
202010,臺灣,行,博士,196927,175275680
202010,臺灣,行,碩士,2155122,1661250450
202010,臺灣,行,大學,7379688,5201982326
202010,臺灣,行,專科,2638424,2028241819
202010,臺灣,行,高中高職,3739105,2993052251
202010,臺灣,行,其他,3897996,2846499058
202010,臺灣,文教康樂,博士,61999,165611638
202010,臺灣,文教康樂,碩士,929593,2127779079
202010,臺灣,文教康樂,大學,3155655,6757930925
202010,臺灣,文教康樂,專科,788147,1973717009
202010,臺灣,文教康樂,高中高職,902730,2226877944
202010,臺灣,文教康樂,其他,1270409,2675396150
202010,臺灣,百貨,博士,86224,310436037
202010,臺灣,百貨,碩士,1144077,3917135416
202010,臺灣,百貨,大學,4081741,13894492707
202010,臺灣,百貨,專科,1305380,4908907009
202010,臺灣,百貨,高中高職,1501555,5927025404
202010,臺灣,百貨,其他,1685101,6131271465
202010,臺灣,其他,博士,311549,928345162
202010,臺灣,其他,碩士,4555871,9229439293
202010,臺灣,其他,大學,16935830,32792188706
202010,臺灣,其他,專科,5017260,13007003597
202010,臺灣,其他,高中高職,6638303,17767448662
202010,臺灣,其他,其他,6823187,14843953500
202011,臺灣,食,博士,372550,352299655
202011,臺灣,食,碩士,4739668,3646408852
202011,臺灣,食,大學,15524854,12188684713
202011,臺灣,食,專科,4896193,4440640276
202011,臺灣,食,高中高職,5536996,5250642256
202011,臺灣,食,其他,6435894,5722391857
202011,臺灣,衣,博士,13794,37986574
202011,臺灣,衣,碩士,265170,635431745
202011,臺灣,衣,大學,1175612,2678894259
202011,臺灣,衣,專科,312787,793737887
202011,臺灣,衣,高中高職,413495,1083004190
202011,臺灣,衣,其他,453379,1120285083
202011,臺灣,住,博士,38014,171793815
202011,臺灣,住,碩士,490429,1974607140
202011,臺灣,住,大學,1659951,5907397971
202011,臺灣,住,專科,489749,1933827591
202011,臺灣,住,高中高職,575689,2235651906
202011,臺灣,住,其他,630562,2410293890
202011,臺灣,行,博士,194087,170235440
202011,臺灣,行,碩士,2071084,1603208827
202011,臺灣,行,大學,7098103,5017184799
202011,臺灣,行,專科,2514483,1948021018
202011,臺灣,行,高中高職,3567887,2881082250
202011,臺灣,行,其他,3696318,2708205737
202011,臺灣,文教康樂,博士,59999,173436647
202011,臺灣,文教康樂,碩士,918089,2169012833
202011,臺灣,文教康樂,大學,3190663,6693951439
202011,臺灣,文教康樂,專科,769714,1870487597
202011,臺灣,文教康樂,高中高職,888148,2143361393
202011,臺灣,文教康樂,其他,1217118,2549302103
202011,臺灣,百貨,博士,86809,316158612
202011,臺灣,百貨,碩士,1144738,3766601565
202011,臺灣,百貨,大學,4044104,13101856105
202011,臺灣,百貨,專科,1278087,4281593134
202011,臺灣,百貨,高中高職,1456523,5126408974
202011,臺灣,百貨,其他,1662047,5887369176
202011,臺灣,其他,博士,332294,1121619553
202011,臺灣,其他,碩士,4838339,11533546514
202011,臺灣,其他,大學,17609755,40095050809
202011,臺灣,其他,專科,5293443,16038239943
202011,臺灣,其他,高中高職,6925821,22360318327
202011,臺灣,其他,其他,6882117,18415615854
202012,臺灣,食,博士,369755,364408019
202012,臺灣,食,碩士,4739144,3900462957
202012,臺灣,食,大學,15426665,12811377459
202012,臺灣,食,專科,4729227,4494191803
202012,臺灣,食,高中高職,5402952,5377493516
202012,臺灣,食,其他,6207326,5793509478
202012,臺灣,衣,博士,16841,45817790
202012,臺灣,衣,碩士,313256,756903668
202012,臺灣,衣,大學,1384493,3187728409
202012,臺灣,衣,專科,384967,969886123
202012,臺灣,衣,高中高職,504721,1320994053
202012,臺灣,衣,其他,536959,1324685350
202012,臺灣,住,博士,38143,165655529
202012,臺灣,住,碩士,494007,1898099411
202012,臺灣,住,大學,1698357,5679171016
202012,臺灣,住,專科,496729,1825319026
202012,臺灣,住,高中高職,601618,2154416765
202012,臺灣,住,其他,646924,2309452750
202012,臺灣,行,博士,209390,190240453
202012,臺灣,行,碩士,2313826,1785662284
202012,臺灣,行,大學,8021161,5650654046
202012,臺灣,行,專科,2735362,2176460371
202012,臺灣,行,高中高職,3882305,3215216904
202012,臺灣,行,其他,4101485,3028262119
202012,臺灣,文教康樂,博士,61718,175724399
202012,臺灣,文教康樂,碩士,944018,2127961905
202012,臺灣,文教康樂,大學,3209558,6482895312
202012,臺灣,文教康樂,專科,778319,1854937412
202012,臺灣,文教康樂,高中高職,895891,2123073283
202012,臺灣,文教康樂,其他,1220258,2476718898
202012,臺灣,百貨,博士,93181,248892464
202012,臺灣,百貨,碩士,1209886,2973974669
202012,臺灣,百貨,大學,4393653,10611606946
202012,臺灣,百貨,專科,1415060,3479765232
202012,臺灣,百貨,高中高職,1632413,4288376368
202012,臺灣,百貨,其他,1929641,4903722631
202012,臺灣,其他,博士,325972,1242895635
202012,臺灣,其他,碩士,4718705,13030327932
202012,臺灣,其他,大學,17180524,45150601905
202012,臺灣,其他,專科,5228322,18936410243
202012,臺灣,其他,高中高職,6919545,25752076717
202012,臺灣,其他,其他,6626461,21294059814
202101,臺灣,食,博士,408754,440468023
202101,臺灣,食,碩士,5260569,4536448254
202101,臺灣,食,大學,17039282,14977791702
202101,臺灣,食,專科,5161915,5493093103
202101,臺灣,食,高中高職,5940207,6458795171
202101,臺灣,食,其他,6808468,6835288413
202101,臺灣,衣,博士,17065,48067619
202101,臺灣,衣,碩士,311631,797283978
202101,臺灣,衣,大學,1386556,3320709384
202101,臺灣,衣,專科,408937,1086079853
202101,臺灣,衣,高中高職,540921,1470160558
202101,臺灣,衣,其他,539576,1390710695
202101,臺灣,住,博士,42790,197730396
202101,臺灣,住,碩士,519676,2106426211
202101,臺灣,住,大學,1759215,6253320633
202101,臺灣,住,專科,544056,2142194297
202101,臺灣,住,高中高職,665520,2535449800
202101,臺灣,住,其他,694815,2571737051
202101,臺灣,行,博士,205947,188995421
202101,臺灣,行,碩士,2387679,1839856204
202101,臺灣,行,大學,8368272,5811035646
202101,臺灣,行,專科,2799927,2260621566
202101,臺灣,行,高中高職,4011564,3390463593
202101,臺灣,行,其他,4262274,3180016303
202101,臺灣,文教康樂,博士,65255,214808925
202101,臺灣,文教康樂,碩士,958918,2594361720
202101,臺灣,文教康樂,大學,3219742,7504807773
202101,臺灣,文教康樂,專科,803890,2252677440
202101,臺灣,文教康樂,高中高職,917233,2414360095
202101,臺灣,文教康樂,其他,1236518,2855814915
202101,臺灣,百貨,博士,104402,281186443
202101,臺灣,百貨,碩士,1300624,3261414813
202101,臺灣,百貨,大學,4739543,11511497379
202101,臺灣,百貨,專科,1648239,4025710004
202101,臺灣,百貨,高中高職,1886665,4869601519
202101,臺灣,百貨,其他,2201683,5264554609
202101,臺灣,其他,博士,323810,1010918348
202101,臺灣,其他,碩士,4688152,10393888224
202101,臺灣,其他,大學,16943435,35609398702
202101,臺灣,其他,專科,5083716,14278071027
202101,臺灣,其他,高中高職,6701774,19388308128
202101,臺灣,其他,其他,6418289,16535591998
202102,臺灣,食,博士,249486,224753675
202102,臺灣,食,碩士,3676265,2514004576
202102,臺灣,食,大學,11728814,7704409864
202102,臺灣,食,專科,2830186,2331159406
202102,臺灣,食,高中高職,3228328,2711018695
202102,臺灣,食,其他,4505329,3182611255
202102,臺灣,衣,博士,13098,37941613
202102,臺灣,衣,碩士,229490,584705077
202102,臺灣,衣,大學,991549,2418695288
202102,臺灣,衣,專科,289565,768573879
202102,臺灣,衣,高中高職,382254,1057467357
202102,臺灣,衣,其他,408670,1044480969
202102,臺灣,住,博士,37934,165701729
202102,臺灣,住,碩士,452555,1826559658
202102,臺灣,住,大學,1466728,5125310310
202102,臺灣,住,專科,437937,1670464242
202102,臺灣,住,高中高職,518993,1898202621
202102,臺灣,住,其他,586534,2111534273
202102,臺灣,行,博士,188172,200436750
202102,臺灣,行,碩士,2190363,1984337192
202102,臺灣,行,大學,7667053,6244120922
202102,臺灣,行,專科,2590804,2457755361
202102,臺灣,行,高中高職,3676185,3591212389
202102,臺灣,行,其他,3962655,3365793128
202102,臺灣,文教康樂,博士,70097,289201951
202102,臺灣,文教康樂,碩士,990724,3125044116
202102,臺灣,文教康樂,大學,3327111,9691585544
202102,臺灣,文教康樂,專科,850802,3640798667
202102,臺灣,文教康樂,高中高職,962521,3508212831
202102,臺灣,文教康樂,其他,1366650,3932839611
202102,臺灣,百貨,博士,280650,452049507
202102,臺灣,百貨,碩士,3546232,5137624053
202102,臺灣,百貨,大學,12260393,18159883461
202102,臺灣,百貨,專科,4121466,6507787801
202102,臺灣,百貨,高中高職,4752228,7717661986
202102,臺灣,百貨,其他,4944137,7943945402
202102,臺灣,其他,博士,181859,574328489
202102,臺灣,其他,碩士,2409037,5986802688
202102,臺灣,其他,大學,9058976,20304258335
202102,臺灣,其他,專科,2998361,8705135505
202102,臺灣,其他,高中高職,4051704,11838247346
202102,臺灣,其他,其他,3801024,9463113564
202103,臺灣,食,博士,251806,179542495
202103,臺灣,食,碩士,3826322,2197693193
202103,臺灣,食,大學,12227948,6807516268
202103,臺灣,食,專科,2763457,1940936231
202103,臺灣,食,高中高職,3208022,2308126816
202103,臺灣,食,其他,4740544,2789573786
202103,臺灣,衣,博士,12311,31021506
202103,臺灣,衣,碩士,232404,548883585
202103,臺灣,衣,大學,1030005,2314723546
202103,臺灣,衣,專科,273435,676797563
202103,臺灣,衣,高中高職,351509,893604653
202103,臺灣,衣,其他,394070,948177288
202103,臺灣,住,博士,31652,135456408
202103,臺灣,住,碩士,410330,1586287043
202103,臺灣,住,大學,1442548,4846031039
202103,臺灣,住,專科,425619,1580591202
202103,臺灣,住,高中高職,511556,1822912088
202103,臺灣,住,其他,562618,1927473143
202103,臺灣,行,博士,223373,233756967
202103,臺灣,行,碩士,2510420,2212322449
202103,臺灣,行,大學,8703100,7037979642
202103,臺灣,行,專科,2926165,2813255273
202103,臺灣,行,高中高職,4045328,4039041008
202103,臺灣,行,其他,4556865,3843340917
202103,臺灣,文教康樂,博士,67608,178433592
202103,臺灣,文教康樂,碩士,1012914,2325099330
202103,臺灣,文教康樂,大學,3467269,7575758463
202103,臺灣,文教康樂,專科,858801,2170710055
202103,臺灣,文教康樂,高中高職,958232,2415110204
202103,臺灣,文教康樂,其他,1377625,2880318225
202103,臺灣,百貨,博士,290714,397337666
202103,臺灣,百貨,碩士,3798912,4715244558
202103,臺灣,百貨,大學,13246274,17127321969
202103,臺灣,百貨,專科,4415858,6193921875
202103,臺灣,百貨,高中高職,5078745,7347155898
202103,臺灣,百貨,其他,5250966,7504936445
202103,臺灣,其他,博士,224603,730792618
202103,臺灣,其他,碩士,3051834,7550133733
202103,臺灣,其他,大學,11615791,26972250505
202103,臺灣,其他,專科,3807009,11929418105
202103,臺灣,其他,高中高職,5190207,17069310479
202103,臺灣,其他,其他,4978993,13727993543
202104,臺灣,食,博士,274823,206019242
202104,臺灣,食,碩士,4127460,2492756588
202104,臺灣,食,大學,13064042,7630421208
202104,臺灣,食,專科,3002004,2208230790
202104,臺灣,食,高中高職,3474596,2662474802
202104,臺灣,食,其他,5039040,3139415985
202104,臺灣,衣,博士,14532,43118369
202104,臺灣,衣,碩士,272040,672037364
202104,臺灣,衣,大學,1183111,2677362252
202104,臺灣,衣,專科,319470,795331515
202104,臺灣,衣,高中高職,411237,1062711207
202104,臺灣,衣,其他,451685,1099794944
202104,臺灣,住,博士,37043,177254374
202104,臺灣,住,碩士,478907,2091276317
202104,臺灣,住,大學,1621059,6050077240
202104,臺灣,住,專科,477567,2026164560
202104,臺灣,住,高中高職,567076,2359384423
202104,臺灣,住,其他,627258,2455325828
202104,臺灣,行,博士,226437,240085095
202104,臺灣,行,碩士,2579482,2333416669
202104,臺灣,行,大學,8960090,7321937957
202104,臺灣,行,專科,2966157,2887417893
202104,臺灣,行,高中高職,4168349,4216759074
202104,臺灣,行,其他,4610450,3919610910
202104,臺灣,文教康樂,博士,74190,178137963
202104,臺灣,文教康樂,碩士,1137423,2442501119
202104,臺灣,文教康樂,大學,3934619,7895512425
202104,臺灣,文教康樂,專科,946757,2202301236
202104,臺灣,文教康樂,高中高職,1077445,2491355765
202104,臺灣,文教康樂,其他,1503291,2976129967
202104,臺灣,百貨,博士,308414,460517975
202104,臺灣,百貨,碩士,4019182,5453186865
202104,臺灣,百貨,大學,13938284,19783615380
202104,臺灣,百貨,專科,4616774,6947348330
202104,臺灣,百貨,高中高職,5349203,8369220154
202104,臺灣,百貨,其他,5486705,8714612974
202104,臺灣,其他,博士,227560,753682392
202104,臺灣,其他,碩士,3117629,7629405378
202104,臺灣,其他,大學,11925939,27302745007
202104,臺灣,其他,專科,3826536,11846905126
202104,臺灣,其他,高中高職,5164283,16219695387
202104,臺灣,其他,其他,5034902,13187107358
202105,臺灣,食,博士,279891,179575215
202105,臺灣,食,碩士,4517070,2329465078
202105,臺灣,食,大學,15372981,7464956963
202105,臺灣,食,專科,3437651,2075517831
202105,臺灣,食,高中高職,4313422,2550728965
202105,臺灣,食,其他,6426007,3151857314
202105,臺灣,衣,博士,12233,31210899
202105,臺灣,衣,碩士,244333,562207816
202105,臺灣,衣,大學,1077779,2331496616
202105,臺灣,衣,專科,264127,635789689
202105,臺灣,衣,高中高職,348424,863880771
202105,臺灣,衣,其他,387716,894983820
202105,臺灣,住,博士,34237,139343017
202105,臺灣,住,碩士,469143,1729309825
202105,臺灣,住,大學,1682027,5407959674
202105,臺灣,住,專科,475576,1816403331
202105,臺灣,住,高中高職,597445,2293432231
202105,臺灣,住,其他,636793,2148408553
202105,臺灣,行,博士,163415,182440318
202105,臺灣,行,碩士,1937267,1811926570
202105,臺灣,行,大學,7198221,5925931418
202105,臺灣,行,專科,2520869,2461556547
202105,臺灣,行,高中高職,3736391,3826753844
202105,臺灣,行,其他,3829981,3367706793
202105,臺灣,文教康樂,博士,61101,163287797
202105,臺灣,文教康樂,碩士,923475,2113920747
202105,臺灣,文教康樂,大學,3188768,6581941590
202105,臺灣,文教康樂,專科,774613,1789056707
202105,臺灣,文教康樂,高中高職,901232,2051387486
202105,臺灣,文教康樂,其他,1284956,2493873878
202105,臺灣,百貨,博士,342178,523031956
202105,臺灣,百貨,碩士,4377054,5984057409
202105,臺灣,百貨,大學,15215819,20622919936
202105,臺灣,百貨,專科,5110656,7169189182
202105,臺灣,百貨,高中高職,5944353,8427813534
202105,臺灣,百貨,其他,6015147,8762561971
202105,臺灣,其他,博士,241535,2003021785
202105,臺灣,其他,碩士,3316342,14877032921
202105,臺灣,其他,大學,12574485,37640067997
202105,臺灣,其他,專科,4102373,13731454839
202105,臺灣,其他,高中高職,5565486,17940306957
202105,臺灣,其他,其他,5258394,16655231121
202106,臺灣,食,博士,280042,175573889
202106,臺灣,食,碩士,4787922,2346136577
202106,臺灣,食,大學,17132811,6883659333
202106,臺灣,食,專科,3759524,1766997412
202106,臺灣,食,高中高職,4981215,2191639121
202106,臺灣,食,其他,7945615,2989341316
202106,臺灣,衣,博士,9709,21567200
202106,臺灣,衣,碩士,210791,436620735
202106,臺灣,衣,大學,921008,1814067306
202106,臺灣,衣,專科,195643,440227994
202106,臺灣,衣,高中高職,251943,581734356
202106,臺灣,衣,其他,304783,632025497
202106,臺灣,住,博士,32013,105010049
202106,臺灣,住,碩士,484228,1414950727
202106,臺灣,住,大學,1765046,4573204694
202106,臺灣,住,專科,460169,1414646727
202106,臺灣,住,高中高職,571082,1816582727
202106,臺灣,住,其他,643941,1696599533
202106,臺灣,行,博士,102484,139360790
202106,臺灣,行,碩士,1268593,1353271294
202106,臺灣,行,大學,5225400,4659060234
202106,臺灣,行,專科,1935393,2020415468
